日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2022-09-09,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,45,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-09,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,17,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-09,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-10,payment,交通,電車,PASMO,-,,"北千住 - 池袋",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-10,payment,交通,電車,PASMO,-,,"池袋 - 北千住",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-10,payment,食費,食料品,-,-,クラフトボスブラック50,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,90,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-10,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-10,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-10,payment,食費,食料品,-,-,ツナ塩昆布おにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-10,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,21,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-11,payment,交通,電車,PASMO,-,,"北千住 - 赤羽",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-11,payment,交通,電車,PASMO,-,,"赤羽 - 北千住",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-11,payment,食費,食料品,-,-,ふんわりした食パン8枚,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,78,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-11,payment,食費,食料品,-,-,フルーツセラピーホワイト,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,98,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-11,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,14,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-11,payment,食費,食料品,-,-,クラフトボスブラック50,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,90,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-11,payment,食費,食料品,-,-,ツナ塩昆布おにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-11,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-11,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-11,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,21,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-12,payment,食費,食料品,PASMO,-,自販機,,-,"（プレミアム会員で表示）",0,120,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-12,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-12,payment,食費,食料品,-,-,おにぎり(塩むすび)淡路,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-12,payment,食費,食料品,-,-,ツナ塩昆布おにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-12,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,45,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-12,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,17,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-13,payment,食費,食料品,-,-,お買い得もやし,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,40,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-13,payment,食費,食料品,-,-,ふんわりした食パン8枚,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,78,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-13,payment,食費,食料品,-,-,"マヨネーズ50g ビッグ",,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,189,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-13,payment,食費,食料品,-,-,北海道チーズケーキ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,69,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-13,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,30,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-13,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,45,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-13,payment,食費,食料品,-,-,ツナ塩昆布おにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-13,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-13,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-13,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,17,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,食費,食料品,-,-,自販機,,-,"（プレミアム会員で表示）",0,130,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,教育・教養,参考書,-,-,コーズ・リレーテ,,東京電機大学生活協同組合,"（プレミアム会員で表示）",0,2600,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,教育・教養,参考書,-,-,新確率統計,,東京電機大学生活協同組合,"（プレミアム会員で表示）",0,1700,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,教育・教養,参考書,-,-,化学リテラシー,,東京電機大学生活協同組合,"（プレミアム会員で表示）",0,1400,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,教育・教養,参考書,-,-,物理実験202,,東京電機大学生活協同組合,"（プレミアム会員で表示）",0,1510,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,教育・教養,参考書,-,-,基本からわかるデ,,東京電機大学生活協同組合,"（プレミアム会員で表示）",0,2500,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,教育・教養,参考書,-,-,割引,,東京電機大学生活協同組合,"（プレミアム会員で表示）",0,-971,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,教育・教養,参考書,-,-,外税,,東京電機大学生活協同組合,"（プレミアム会員で表示）",0,873,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,45,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,食費,食料品,-,-,ツナ塩昆布おにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,116,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,17,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,食費,食料品,-,-,チョコパイ6個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,248,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,食費,食料品,-,-,割引,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,-75,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,食費,食料品,-,-,フルーツセラピーホワイト,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,98,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,21,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-14,payment,教育・教養,受験料,-,-,TOEIC受験料,,セブンイレブン足立南花畑２丁目店,"（プレミアム会員で表示）",0,3300,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-15,payment,食費,食料品,-,-,お買い得もやし,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,40,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-15,payment,食費,食料品,-,-,カルボナーラ濃厚チーズ仕,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,198,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-15,payment,食費,食料品,-,-,松茸の味お吸いもの4袋永,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,98,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-15,payment,食費,食料品,-,-,サイズミックスたまご,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,188,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-15,payment,食費,食料品,-,-,カントリーマアムV&C,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,248,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-15,payment,食費,食料品,-,-,割引,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,-75,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-15,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,55,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-15,payment,食費,食料品,-,-,おいしい無糖香るレモン5,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,78,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-15,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,6,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-16,income,その他,-,-,PASMO,,チャージ,-,"（プレミアム会員で表示）",5000,0,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-16,payment,食費,食料品,-,-,ツナ塩昆布おにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,116,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-16,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-16,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,45,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-16,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,17,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-16,payment,食費,食料品,-,-,ふんわりした食パン8枚,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,78,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-16,payment,食費,食料品,-,-,コッペパンいちごジャム,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,78,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-16,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,12,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-17,payment,交通,電車,PASMO,-,,"北千住 - 池袋",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-17,payment,交通,電車,PASMO,-,,"池袋 - 北千住",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-17,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-17,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-17,payment,食費,食料品,-,-,ツナ塩昆布おにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-17,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,45,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-17,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,17,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-18,payment,交通,電車,PASMO,-,,"北千住 - 赤羽",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-18,payment,食費,昼ご飯,PASMO,-,Wワッパーチーズセット,,"バーガーキング 赤羽東口店","（プレミアム会員で表示）",0,1240,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-18,payment,交通,電車,PASMO,-,,"赤羽 - 北千住",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,PASMO,-,自販機,,-,"（プレミアム会員で表示）",0,100,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,プラックプモック粒ワンプ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,597,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,45,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,割引,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,-6,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,ツナ塩昆布おにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,64,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,お買い得もやし,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,40,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,生姜,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,98,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,塩銀鮭(甘口),,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,398,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,国産若どりむね肉1kg,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,598,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,長ねぎバラ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,98,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-19,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,98,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,食費,食料品,-,-,麦茶500mlビッグ・エー,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,90,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,食費,食料品,-,-,ツナ塩昆布おにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,食費,食料品,-,-,割引,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,-6,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,20,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,日用雑貨,消耗品,-,-,KUCHIRAKUMグレ-30,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,980,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,食費,食料品,-,-,カロリーメイトブロツクチヨコ4,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,296,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,食費,食料品,-,-,カロリーメイトメープルアジ,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,296,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,日用雑貨,消耗品,-,-,リップスドライブラストワックス,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,1500,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,日用雑貨,消耗品,-,-,ブルーレットPPカエフルールS,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,278,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,日用雑貨,消耗品,-,-,ガードハローSチユーブ16,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,95,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,日用雑貨,消耗品,-,-,外税,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,285,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-20,payment,食費,食料品,-,-,外税,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,47,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-21,payment,食費,食料品,-,-,麦茶500mlビッグ・エー,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,90,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-21,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-21,payment,食費,食料品,-,-,ツナ塩昆布おにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-21,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-21,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,21,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-21,payment,食費,食料品,-,-,ゴールドプレンドエコ&シ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,768,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-09-21,payment,食費,食料品,-,-,お買い得もやし,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,40,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
